Producto;Ingrediente activo;Form.;Uso Agricola;Reg. ICA;Cat. Tox.;Cultivo;Nombre común;Nombre científico;Dosis;PC ;PR ;Grupo;Subgrupo;Grupo;Subgrupo;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Trigo;Roya del tallo;Puccinia graminis;1.5 - 2.5 kg/ha;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Trigo;Roya de la hoja;Puccinia hordei;1.5 - 2.5 kg/ha;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Trigo;Roya amarilla;Puccinia striiformis;1.5 - 2.5 kg/ha;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Melón;Mildeo velloso   ;Pseudoperonospora cubensis;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Melón;Antracnosis;Colletotrichum lagenarium;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Melón;Roya;Uromyces phaseoli;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Melón;Roña o sarna;Cladosporium sp.;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Melón;Tizón gomoso del tallo;Mycosphaerella citrullina;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Calabaza;Mildeo velloso   ;Pseudoperonospora cubensis;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Calabaza;Antracnosis;Colletotrichum lagenarium;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Calabaza;Roya;Uromyces phaseoli;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Calabaza;Roña o sarna;Cladosporium sp.;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Calabaza;Tizón gomoso del tallo;Mycosphaerella citrullina;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Pepino;Mildeo velloso   ;Pseudoperonospora cubensis;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Pepino;Antracnosis;Colletotrichum lagenarium;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Pepino;Roya;Uromyces phaseoli;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Pepino;Roña o sarna;Cladosporium sp.;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Pepino;Tizón gomoso del tallo;Mycosphaerella citrullina;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Sandía o patilla;Mildeo velloso   ;Pseudoperonospora cubensis;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Sandía o patilla;Antracnosis;Colletotrichum lagenarium;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Sandía o patilla;Roya;Uromyces phaseoli;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Sandía o patilla;Roña o sarna;Cladosporium sp.;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Sandía o patilla;Tizón gomoso del tallo;Mycosphaerella citrullina;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Fríjol;Roya;Uromyces phaseoli;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Fríjol;Mildeo velloso   ;Phytophthora phaseoli;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Fríjol;Antracnosis;Colletotrichum lindemuthianum;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Arveja;Roya;Uromyces phaseoli;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Arveja;Mildeo velloso   ;Phytophthora phaseoli;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Arveja;Antracnosis;Colletotrichum lindemuthianum;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Tomate;Gota;Phytophthora infestans;450 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Tomate;Viruela o mancha de la hoja;Septoria lycopersici;450 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Tomate;Tizón temprano;Alternaria solani;450 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Tomate;Antracnosis del fruto;Colletotrichum phomoides;450 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Tomate;Mancha gris de la hoja;Stemphylium solani;450 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Lechuga;Mildeo velloso   ;Bremia lactucae;450 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Vid;Podredumbre negra;Guignardia bibwellii;550 - 750 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Vid;Mildeo velloso   ;Plasmopara viticola;550 - 750 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Vid;Mancha foliar;Elsinoe ampelina;550 - 750 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Vid;Podredumbre amarga;Melanconium fuligineum;550 - 750 g/200 L de agua;14 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Pimentón;Gota;Phytophthora capsici;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Pimentón;Antracnosis;Gloeosporium piperatum;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Pimentón;Podredumbre ;Colletotrichum capsici;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Ají;Gota;Phytophthora capsici;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Ají;Antracnosis;Gloeosporium piperatum;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Ají;Podredumbre ;Colletotrichum capsici;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Maní;Mancha foliar;Cercospora arachidicola;550 - 750 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Berenjena;Gota;Phomoxis vexans;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALARM® 80 WP;Mancozeb;WP;Fungicida;3632;III;Berenjena;Antracnosis;Gloeosporium melongenae;450 g/200 L de agua;7 días;24 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Algodón;Picudo;Anthonomus grandis;350 cc/ha;7 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Arroz;Cucarro;Eutheola bidentata;300 cc/ha;15 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Papa;Gusano blanco;Premnotrypes vorax;0.6 L/ha;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Aguacate;Thrips aguacate;Scirtothrips sp.;1.2 cc/L;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Aguacate;Thrips aguacate;Frankliniella sp.;1.2 cc/L;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Aguacate;Thrips aguacate;Leptothri sp.;1.2 cc/L;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Pasto kikuyo;Chinche de los pastos;Collaria scenica;180 cc/ha;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Naranjo;Picudo;Compsus sp.;500 cc/ha;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Limón;Picudo;Compsus sp.;500 cc/ha;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Mandarinas;Picudo;Compsus sp.;500 cc/ha;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Lima;Picudo;Compsus sp.;500 cc/ha;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Tangelo;Picudo;Compsus sp.;500 cc/ha;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Toronjas;Picudo;Compsus sp.;500 cc/ha;14 días;12 horas;;;;;;;;
ALBATROSS 200 SC;Fipronil;SC;Insecticida;0497;II;Crisantemo;Thrips   ;Frankliniella occidentallis;0.5 cc/L;N.A.;4 horas;;;;;;;;
ALBATROSS SEED 250 FS;Fipronil;FS;Insecticida;1172;II;Arroz;Cucarro (adultos y larvas);Eutheola bidentata;0.8 - 1.0 cc/15 cc de agua/kg de semilla;N.A.;N.A.;;;;;;;;
ALFA POINT® 10 EC;Alfacipermetrina;EC;Insecticida;1320;III;Café;Minador;Leucoptera coffella;200 cc/ha ;14 días;12 horas;;;;;;;;
ALFA POINT® 10 EC;Alfacipermetrina;EC;Insecticida;1320;III;Tomate;Minador;Liriomyza sp.;250 cc/ha ;7 días;12 horas;;;;;;;;
ALFA POINT® 10 EC;Alfacipermetrina;EC;Insecticida;1320;III;Papa;Pulguilla;Epitrix cucumeris;300 cc/ha ;14 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Arveja;Botrytis;Botrytis fuckeliana;0.8 L/ha;15 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Cebolla;Botrytis;Botrytis cinerea;0.6 L/ha;14 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Cebolla larga;Botrytis;Botrytis cinerea;0.6 L/ha;14 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Puerro;Botrytis;Botrytis cinerea;0.6 L/ha;14 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Fresa;Botrytis;Botrytis cinerea;0.8 - 1.0 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Mora;Botrytis;Botrytis cinerea;0.8 - 1.0 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Uva;Botrytis;Botrytis cinerea;0.8 - 1.0 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Rosas;Botrytis;Botrytis cinerea;1.0 L/ha;N.A.;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Clavel;Botrytis;Botrytis cinerea;1.0 L/ha;N.A.;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Crisantemo;Botrytis;Botrytis cinerea;1.0 L/ha;N.A.;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Tomate;Botrytis;Botrytis cinerea;0.8 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Berenjena;Botrytis;Botrytis cinerea;0.8 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Ají;Botrytis;Botrytis cinerea;0.8 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Pimentón;Botrytis;Botrytis cinerea;0.8 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Uchuva;Botrytis;Botrytis cinerea;0.8 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Tomate de árbol;Botrytis;Botrytis cinerea;0.8 L/ha;3 días;12 horas;;;;;;;;
ALGUACIL SC;Pirimetanil + Iprodiona;SC;Fungicida;1583;III;Lulo;Botrytis;Botrytis cinerea;0.8 L/ha;3 días;12 horas;;;;;;;;
ALIETTE® 80 WP;Fosetil Aluminio;WP;Fungicida;1418;IV;Cítricos;Phytophthora;Phytophthora spp.;30 g/árbol;15 días;6 horas;;;;;;;;
ALIETTE® 80 WP;Fosetil Aluminio;WP;Fungicida;1418;IV;Piña;Podredumbre del corazón de la piña;Phytophthora parasítica;2.5 g/L;15 días;6 horas;;;;;;;;
ALIETTE® 80 WP;Fosetil Aluminio;WP;Fungicida;1418;IV;Rosas;Mildeo velloso   ;Peronospora sparsa;2 - 3 g/L;N.A.;6 horas;;;;;;;;
ALIETTE® 80 WP;Fosetil Aluminio;WP;Fungicida;1418;IV;Tabaco;Pata prieta;Phytophthora parasítica;2.5 g/L;30 días;6 horas;;;;;;;;
ALODRIN RB;Carbaril;RB;Insecticida;2099;III;Algodón;Gusanos tierreros;Spodoptera sp.;10 - 12 kg/ha;SIN INFO;SIN INFO;;;;;;;;
ALODRIN RB;Carbaril;RB;Insecticida;2099;III;Algodón;Gusanos tierreros;Agrotis sp.;10 - 12 kg/ha;SIN INFO;SIN INFO;;;;;;;;
ALODRIN RB;Carbaril;RB;Insecticida;2099;III;Maíz;Gusanos tierreros;Spodoptera sp.;10 - 12 kg/ha;SIN INFO;SIN INFO;;;;;;;;
ALODRIN RB;Carbaril;RB;Insecticida;2099;III;Maíz;Gusanos tierreros;Agrotis sp.;10 - 12 kg/ha;SIN INFO;SIN INFO;;;;;;;;
ALODRIN RB;Carbaril;RB;Insecticida;2099;III;Sorgo;Gusanos tierreros;Spodoptera sp.;10 - 12 kg/ha;SIN INFO;SIN INFO;;;;;;;;
ALODRIN RB;Carbaril;RB;Insecticida;2099;III;Sorgo;Gusanos tierreros;Agrotis sp.;10 - 12 kg/ha;SIN INFO;SIN INFO;;;;;;;;
ALODRIN RB;Carbaril;RB;Insecticida;2099;III;Arroz;Verraquito de tierra;Neocultilla hexadactyla;Aplicar en pre-siembra;SIN INFO;SIN INFO;;;;;;;;
ALODRIN RB;Carbaril;RB;Insecticida;2099;III;Papa;Gusano blanco;Premnotrypes vorax;12 kg/ha;SIN INFO;SIN INFO;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Algodón;Gusanos de la hoja;Alabama argillacea;150 - 260 mL/ha;21 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Algodón;Gusanos de la hoja;Spodoptera frugiperda;150 - 260 mL/ha;21 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Palma africana;Defoliador;Euprosterna ealeasa;80 -130 mL/ha;21 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Papa;Gusano blanco;Premnotrypes vorax;260 - 500 mL/ha;10 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Papa;Polilla guatemalteca;Tecia solanivora;600 - 800 mL/ha;10 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Tomate;Gusano minador del follaje;Tuta absoluta;180 - 300 mL/ha;10 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Sorgo;Gusano cogollero;Spodoptera frugiperda;130 - 160 mL/ha;10 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Maíz;Gusano cogollero;Spodoptera frugiperda;120 -150 mL/ha;7 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Arroz;Gusano cogollero;Spodoptera frugiperda;120 -150 mL/ha;10 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Soya;Gusano cogollero;Spodoptera frugiperda;100 -160 mL/ha;21 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Soya;Gusano del follaje;Anticarsia gemmatalis;100 -160 mL/ha;21 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Soya;Falso minador;Trichoplusia ni;100 -160 mL/ha;21 días;6 horas;;;;;;;;
ALSYSTIN® SC 480;Triflumuron;SC;Insecticida;3531;IV;Soya;Falso gusano medidor;Pseudoplusia includens;100 -160 mL/ha;21 días;6 horas;;;;;;;;
ALTAIR WP;Metalaxil + Oxicloruro de cobre;WP;Fungicida;1162;III;Tomate;Gota;Phytophthora infestans;2.5 kg/ha;7 días;12 horas;;;;;;;;
ALTAIR WP;Metalaxil + Oxicloruro de cobre;WP;Fungicida;1162;III;Lulo;Gota;Phytophthora infestans;2.5 kg/ha;7 días;12 horas;;;;;;;;
ALTAIR WP;Metalaxil + Oxicloruro de cobre;WP;Fungicida;1162;III;Pimentón;Gota;Phytophthora infestans;2.5 kg/ha;7 días;12 horas;;;;;;;;
ALTAIR WP;Metalaxil + Oxicloruro de cobre;WP;Fungicida;1162;III;Tomate de árbol;Gota;Phytophthora infestans;2.5 kg/ha;7 días;12 horas;;;;;;;;
ALTAIR WP;Metalaxil + Oxicloruro de cobre;WP;Fungicida;1162;III;Berenjena;Gota;Phytophthora infestans;2.5 kg/ha;7 días;12 horas;;;;;;;;
ALTAIR WP;Metalaxil + Oxicloruro de cobre;WP;Fungicida;1162;III;Uchuva;Gota;Phytophthora infestans;2.5 kg/ha;7 días;12 horas;;;;;;;;
ALTAIR WP;Metalaxil + Oxicloruro de cobre;WP;Fungicida;1162;III;Rosas;Mildeo velloso   ;Peronospora sparsa;1.8 kg/ha;N.A.;12 horas;;;;;;;;
ALTAIR WP;Metalaxil + Oxicloruro de cobre;WP;Fungicida;1162;III;Papa;Gota;Phytophthora infestans;1.5 kg/ha;14 días;12 horas;;;;;;;;
ALTIMA® 500 SC;Fluazinam;SC;Fungicida;2758;III;Fríjol;Antracnosis;Colletotrichum lindemuthianum;0.25 - 1.0 L/ha;20 días;72 horas;;;;;;;;
ALTIMA® 500 SC;Fluazinam;SC;Fungicida;2758;III;Fríjol;Mancha angular;Phaeoisariopsis griseola;0.25 - 1.0 L/ha;20 días;72 horas;;;;;;;;
ALTIMA® 500 SC;Fluazinam;SC;Fungicida;2758;III;Papa;Tizón tardío;Phytophthora infestans;0.35 - 0.4 L/ha;15 días;72 horas;;;;;;;;
ALTIMA® 500 SC;Fluazinam;SC;Fungicida;2758;III;Papa;Cenicilla;Erysiphe cichoracearum;0.25 - 0.35 L/ha;15 días;72 horas;;;;;;;;
ALTIMA® 500 SC;Fluazinam;SC;Fungicida;2758;III;Papa;Costra negra;Rhizoctonia solani;0.4 L/ha;15 días;72 horas;;;;;;;;
ALTIMA® 500 SC;Fluazinam;SC;Fungicida;2758;III;Rosas;Moho gris;Botrytis cinerea;0.5 - 1.0 mL/L;N.A.;24 horas;;;;;;;;
ALTIVO EXTRA 425 SC;Fenhexamida + Fludioxonil;SC;Fungicida;1920;II;Rosas;Moho gris;Botrytis cinerea;1.5 cc/L;N.A.;4 horas;;;;;;;;
ALTIVO EXTRA 425 SC;Fenhexamida + Fludioxonil;SC;Fungicida;1920;II;Fresa;Moho gris;Botrytis cinerea;0.9 L/ha;2 días;12 horas;;;;;;;;
ALTIVO EXTRA 425 SC;Fenhexamida + Fludioxonil;SC;Fungicida;1920;II;Mora;Moho gris;Botrytis cinerea;0.9 L/ha;2 días;12 horas;;;;;;;;
ALTIVO EXTRA 425 SC;Fenhexamida + Fludioxonil;SC;Fungicida;1920;II;Uva;Moho gris;Botrytis cinerea;0.9 L/ha;2 días;12 horas;;;;;;;;
ALTIVO EXTRA 425 SC;Fenhexamida + Fludioxonil;SC;Fungicida;1920;II;Arandanos;Moho gris;Botrytis cinerea;0.9 L/ha;2 días;12 horas;;;;;;;;
ALTIVO EXTRA 425 SC;Fenhexamida + Fludioxonil;SC;Fungicida;1920;II;Frambuesa;Moho gris;Botrytis cinerea;0.9 L/ha;2 días;12 horas;;;;;;;;
ALTIVO EXTRA 425 SC;Fenhexamida + Fludioxonil;SC;Fungicida;1920;II;Brevo;Moho gris;Botrytis cinerea;0.9 L/ha;2 días;12 horas;;;;;;;;
ALTIVO EXTRA 425 SC;Fenhexamida + Fludioxonil;SC;Fungicida;1920;II;Banano;Sigatoka negra;Mycosphaerella fijiensis;1.0 L/ha;0 días;4 horas;;;;;;;;
ALTO® 100 SL;Ciproconazol;SL;Fungicida;1877;III;Café;Roya;Hemileia vastatrix;250 cc/ha;15 días;4 horas;;;;;;;;
ALTO® 100 SL;Ciproconazol;SL;Fungicida;1877;III;Café;Mancha de hierro;Cercospora coffeicola;1 cc/L;15 días;4 horas;;;;;;;;
ALTO® 100 SL;Ciproconazol;SL;Fungicida;1877;III;Sorgo;Roya;Puccinia sorghi;300 cc/ha;30 días;4 horas;;;;;;;;
ALTO® 100 SL;Ciproconazol;SL;Fungicida;1877;III;Sorgo;Cercospora;Cercospora sorghi;300 cc/ha;30 días;4 horas;;;;;;;;
ALTO® 100 SL;Ciproconazol;SL;Fungicida;1877;III;Clavel;Mancha foliar anillada;Cladosporium echinulatum;0.5 cc/L;30 días;4 horas;;;;;;;;
ALTO® 100 SL;Ciproconazol;SL;Fungicida;1877;III;Arroz;Añublo de la vaina;Rhizoctonia solani;300 - 400 cc/ha;30 días;4 horas;;;;;;;;
AMISTAR® 250 SC;Azoxystrobin;SC;Fungicida;3203;IV;Arroz;Pyricularia en hoja;Pyricularia oryzae;0.6 L/ha;SIN INFO;SIN INFO;;;;;;;;
AMISTAR® 250 SC;Azoxystrobin;SC;Fungicida;3203;IV;Arroz;Añublo de la vaina;Rhizoctonia solani;0.6 L/ha;SIN INFO;SIN INFO;;;;;;;;
AMISTAR® 250 SC;Azoxystrobin;SC;Fungicida;3203;IV;Arroz;Pyricularia en cuello;SIN INFORMACIÓN;0.6 L/ha;SIN INFO;SIN INFO;;;;;;;;
AMISTAR® 250 SC;Azoxystrobin;SC;Fungicida;3203;IV;Arroz;Complejo fungoso de manchado de grano;SIN INFORMACIÓN;0.6 L/ha;SIN INFO;SIN INFO;;;;;;;;
AMISTAR® 250 SC;Azoxystrobin;SC;Fungicida;3203;IV;Arroz;Complejos fungosos;Helminthosporium;0.6 L/ha;SIN INFO;SIN INFO;;;;;;;;
AMISTAR® 250 SC;Azoxystrobin;SC;Fungicida;3203;IV;Arroz;Complejos fungosos;Cercospora;0.6 L/ha;SIN INFO;SIN INFO;;;;;;;;
AMISTAR® 250 SC;Azoxystrobin;SC;Fungicida;3203;IV;Arroz;Complejos fungosos;Sarocladium;0.6 L/ha;SIN INFO;SIN INFO;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Rosas;Mildeo velloso   ;Peronospora sparsa;600 g/ha;N.A.;SIN INFO;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Crisantemo;Roya blanca;Puccinia horiana;400 g/ha;N.A.;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Pompón;Roya blanca;Puccinia horiana;400 g/ha;N.A.;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Repollo;Alternaria;Alternaria brassicae;75 g/ha;2 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Tabaco;Mancha foliar;Cercospora nicotianae;150 g/ha;N.A.;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Pimentón;Oidio;Leveillula taurica;100 - 125 g/ha;3 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Zanahoria;Alternaria;Alternaria dauci;100 g/ha  ;7 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Mora;Mildeo polvoso;Oidium sp.;125 - 150 g/ha;3 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Cebolla de bulbo;Mancha púrpura;Alternaria porri;75 - 100 g/ha;2 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Cebolla de rama;Mancha púrpura;Alternaria porri;75 - 100 g/ha;2 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Tomate;Amarillera;Alternaria solani;75 - 100 g/ha;2 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Fríjol;Antracnosis;Colletotrichum lindemuthianum;75 - 100 g/ha;2 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Fríjol;Mancha anillada;Phoma exigua var. diversispora;75 - 100 g/ha;2 días;Tan pronto se seque lo asperjado;;;;;;;;
AMISTAR® 50 WG;Azoxystrobin;WG;Fungicida;4376;IV;Arveja;Antracnosis;Colletotrichum pisi;100 g/ha  ;2 días;Tan pronto se seque lo asperjado;;;;;;;;
